tusken	ig88	axkva	sd_boss	sd_sub_1	sd_sub_2	sd_sub_3	exar_open_hand	exar_minder	exar_caretaker	exar_hate_fist	exar_exar_kun	echo_base_soldier_junk	echo_base_wampa_junk	echo_base_tauntaun_junk	echo_base_wampa_berserker	echo_base_generic_soldier	echo_base_rebel_soldier	echo_base_imperial_soldier	echo_base_sharpshooter	echo_base_wampa_boss	world_boss	jedi_trial	city_junk	heroic_spawn	fetts_follower	lifeday_special	axkva_suin	axkva_lelli	axkva_kimaru	ascendant_sith	world_boss_weak	world_boss_junk	halloween_boss	ewok_boss	mandalorian_clans
item_tcg_loot_reward_series8_bespin_sconce_on	item_tcg_loot_reward_series4_location_itv_02_01	item_tcg_loot_reward_series8_bespin_sconce_on	item_earring_set_08_02	item_earring_set_09_02	item_earring_set_10_02	item_earring_set_09_02	item_earring_set_08_02	item_earring_set_09_02	item_earring_set_10_02	item_earring_set_07_02	item_tcg_loot_reward_series8_bespin_sconce_on		heroic_echo_wampa_junk_02_02	heroic_echo_tauntaun_junk_02_02		st_pr_hoth_icicle_02					item_heroic_exar_kun_ultra_rare_02_01		item_junk_droid_1thru5_01_02	object/tangible/veteran_reward/resource.iff	item_treasure_map_bracelet_r_bh_04_01		item_housepack_xeno_desk_lamp_01_01	item_housepack_xeno_desk_lamp_01_01	item_housepack_xeno_desk_lamp_01_01	item_housepack_xeno_couch_01_01	item_housepack_xeno_table_01_01	item_tcg_loot_reward_series6_beast_poster_winged_quenker			
item_tcg_loot_reward_series3_target_dummy	item_earring_set_02_02	item_tcg_loot_reward_series3_target_dummy	item_earring_set_10_02	item_ascd_token_box_01_01	item_ascd_token_box_01_01	item_ascd_token_box_01_01	item_earring_set_10_02	item_ascd_token_box_01_01	item_ascd_token_box_01_01	item_earring_set_09_02	item_tcg_loot_reward_series3_target_dummy		heroic_echo_wampa_junk_02_03	heroic_echo_tauntaun_junk_02_03		st_pr_hoth_icicle_03					object/tangible/veteran_reward/resource.iff		item_junk_droid_1thru5_01_03	object/tangible/veteran_reward/resource.iff	item_treasure_map_bracelet_r_bh_04_02		item_housepack_xeno_table_01_01	item_housepack_xeno_table_01_01	item_housepack_xeno_table_01_01	item_housepack_xeno_desk_lamp_01_01	item_housepack_xeno_recliner_01_01	item_tcg_loot_reward_series6_beast_poster_spined_rancor			
item_housepack_xeno_couch_01_01	item_earring_set_04_02	item_housepack_xeno_couch_01_01	item_ascd_token_box_01_01	item_ascd_token_box_01_02	item_ascd_token_box_01_02	item_ascd_token_box_01_02	item_ascd_token_box_01_01	item_ascd_token_box_01_02	item_ascd_token_box_01_02	item_ascd_token_box_01_01	item_housepack_xeno_couch_01_01		heroic_echo_wampa_junk_02_04	heroic_echo_tauntaun_junk_02_04		st_pr_hoth_light_standing					object/tangible/veteran_reward/resource.iff		item_junk_droid_1thru5_01_04	object/tangible/veteran_reward/resource.iff	object/tangible/loot/dungeon/death_watch_bunker/mining_drill_reward.iff		item_housepack_xeno_recliner_01_01	item_housepack_xeno_recliner_01_01	item_housepack_xeno_recliner_01_01	item_housepack_xeno_table_01_01	item_housepack_xeno_recliner_01_01	item_tcg_loot_reward_series6_beast_poster_spined_rancor			
item_housepack_xeno_desk_lamp_01_01	item_earring_set_06_02	item_housepack_xeno_desk_lamp_01_01	item_ascd_token_box_01_02	item_ascd_token_box_01_03	item_ascd_token_box_01_03	item_ascd_token_box_01_03	item_ascd_token_box_01_02	item_ascd_token_box_01_03	item_ascd_token_box_01_03	item_ascd_token_box_01_02	item_housepack_xeno_desk_lamp_01_01		item_tcg_loot_reward_series3_hoth_travel_advertisement	item_tcg_loot_reward_series3_hoth_travel_advertisement		st_pr_hoth_scaffold					item_tow_necklace_taming_03_05		item_junk_droid_1thru5_01_05	item_tcg_loot_reward_series4_falleens_fist_02_01	item_housepack_xeno_couch_01_01		item_housepack_xeno_rug_01_01	item_housepack_xeno_rug_01_01	item_housepack_xeno_rug_01_01	item_housepack_xeno_recliner_01_01	item_housepack_xeno_rug_01_01	object/tangible/veteran_reward/resource.iff			
item_housepack_xeno_table_01_01	item_earring_set_08_02	item_housepack_xeno_table_01_01	item_ascd_token_box_01_03				item_ascd_token_box_01_03			item_ascd_token_box_01_03	item_housepack_xeno_table_01_01					st_pr_hoth_terminal_01					item_tcg_loot_reward-series7_hutt_fighter_familiar		item_junk_droid_16thru20_01_01	item_tcg_loot_reward_series4_falleens_fist_02_01	item_housepack_xeno_desk_lamp_01_01		item_housepack_xeno_couch_01_01	item_housepack_xeno_couch_01_01	item_housepack_xeno_couch_01_01	item_housepack_xeno_rug_01_01	object/tangible/veteran_reward/resource.iff	item_tcg_loot_reward_series4_falleens_fist_02_01			
item_housepack_xeno_recliner_01_01	item_earring_set_10_02	item_housepack_xeno_recliner_01_01	item_lifeday_gift_self_02_11								item_housepack_xeno_recliner_01_01					st_pr_hoth_toolbox					item_tcg_loot_reward_series4_falleens_fist_02_01		item_junk_droid_16thru20_01_02	item_tcg_loot_reward_series4_generic_rug_02_01	item_housepack_xeno_table_01_01		item_housepack_xeno_desk_lamp_01_01	item_housepack_xeno_desk_lamp_01_01	item_housepack_xeno_desk_lamp_01_01	item_treasure_map_bonus_consumable_04_01	item_tcg_loot_reward_series4_falleens_fist_02_01	item_tcg_loot_reward_series6_travel_ad_coruscant			
item_housepack_xeno_rug_01_01	item_ascd_token_box_01_01	item_housepack_xeno_rug_01_01									item_housepack_xeno_rug_01_01					st_pr_hoth_radio					item_tcg_loot_reward_series4_falleens_fist_02_01		item_junk_droid_16thru20_01_03	item_ascd_token_box_01_01	item_housepack_xeno_recliner_01_01		item_housepack_xeno_table_01_01	item_housepack_xeno_table_01_01	item_housepack_xeno_table_01_01	item_treasure_map_bonus_consumable_04_02	item_tcg_loot_reward_series6_travel_ad_coruscant	item_heroic_exar_gackle_bat_wing_02_01			
item_tcg_loot_reward_series4_location_itv_02_01	item_ascd_token_box_01_02	item_tcg_loot_reward_series4_location_itv_02_01									item_color_crystal_02_13					st_pr_hoth_snow_trooper_gun					item_tcg_loot_reward_series4_location_itv_02_01		item_junk_droid_16thru20_01_04		item_housepack_xeno_rug_01_01		item_housepack_xeno_recliner_01_01	item_housepack_xeno_recliner_01_01	item_housepack_xeno_recliner_01_01	item_treasure_map_bonus_consumable_04_03	herioc_echo_snow_speeder_junk_02_02	item_heroic_tusken_disabled_beacon_02_01			
item_earring_set_01_02	item_ascd_token_box_01_03	item_backpack_singing_mountain_clan_01_01									item_ascd_token_box_01_01					item_tcg_loot_reward_series7_rebel_graffiti_01					weapon_tow_rifle_acid_cannon_04_01		item_junk_droid_16thru20_01_05		item_tcg_loot_reward_series8_c3po_backpack		item_housepack_xeno_rug_01_01	item_housepack_xeno_rug_01_01	item_housepack_xeno_rug_01_01	publish_gift_chapter_11_snow_machine_02_01	heroic_echo_wampa_junk_02_03	item_ascd_token_box_01_01			
item_earring_set_03_02	item_lifeday_gift_self_02_11	item_axkva_min_axkva_crystal_01_01									item_ascd_token_box_01_02					item_tcg_loot_reward_series7_rebel_graffiti_02					item_treasure_map_bonus_buff_04_01		item_junk_droid_6thru10_01_01		item_housepack_xeno_couch_01_01		item_treasure_map_bonus_consumable_04_01	item_treasure_map_bonus_consumable_04_01	item_treasure_map_bonus_consumable_04_01	item_housepack_xeno_couch_01_01	item_ascd_token_box_01_02	item_treasure_map_bonus_consumable_04_01			
item_earring_set_05_02		item_earring_set_01_02									item_ascd_token_box_01_03					item_tcg_loot_reward_series7_rebel_graffiti_03					item_treasure_map_bonus_buff_04_02		item_junk_droid_6thru10_01_02		item_housepack_xeno_desk_lamp_01_01		item_treasure_map_bonus_consumable_04_02	item_treasure_map_bonus_consumable_04_02	item_treasure_map_bonus_consumable_04_02	item_housepack_xeno_desk_lamp_01_01	item_ascd_token_box_01_01	item_treasure_map_bonus_consumable_04_02			
item_earring_set_07_02		item_earring_set_03_02									item_lifeday_gift_self_02_11					item_tcg_loot_reward_series7_imperial_graffiti_01					item_treasure_map_bonus_buff_04_03		item_junk_droid_6thru10_01_03		item_housepack_xeno_table_01_01		item_treasure_map_bonus_consumable_04_03	item_treasure_map_bonus_consumable_04_03	item_treasure_map_bonus_consumable_04_03	item_housepack_xeno_table_01_01	item_beast_holocron_04_08	item_treasure_map_bonus_consumable_04_03			
item_earring_set_09_02		item_earring_set_05_02														item_tcg_loot_reward_series7_imperial_graffiti_02					item_treasure_map_bonus_buff_04_04		item_junk_droid_6thru10_01_04		item_housepack_xeno_recliner_01_01		item_treasure_map_bonus_consumable_04_01	item_treasure_map_bonus_consumable_04_01	item_treasure_map_bonus_consumable_04_01	item_housepack_xeno_recliner_01_01	item_beast_holocron_04_09	item_treasure_map_bonus_consumable_04_01			
item_ascd_token_box_01_01		item_earring_set_07_02														item_tcg_loot_reward_series7_imperial_graffiti_03					item_treasure_map_bonus_buff_04_05		item_junk_droid_6thru10_01_05		item_housepack_xeno_rug_01_01		item_treasure_map_bonus_consumable_04_02	item_treasure_map_bonus_consumable_04_02	item_treasure_map_bonus_consumable_04_02	item_housepack_xeno_rug_01_01	item_beast_holocron_04_06	item_treasure_map_bonus_consumable_04_02			
item_ascd_token_box_01_02		item_earring_set_09_02														item_tcg_loot_reward_series3_hoth_travel_advertisement					item_treasure_map_bonus_buff_04_06		item_junk_npc_31thru35_01_01				item_treasure_map_bonus_consumable_04_03	item_treasure_map_bonus_consumable_04_03	item_treasure_map_bonus_consumable_04_03	item_housepack_xeno_couch_01_01	item_beast_holocron_04_07	item_treasure_map_bonus_consumable_04_03			
item_ascd_token_box_01_03		item_ascd_token_box_01_01																			item_color_crystal_02_25		item_junk_npc_31thru35_01_03				item_axkva_min_suin_chalo_crystal_01_01	item_axkva_min_lelli_hi_crystal_01_01	item_axkva_min_kimaru_crystal_01_01	item_housepack_xeno_desk_lamp_01_01					
item_lifeday_gift_self_02_11		item_ascd_token_box_01_02																			item_ascd_token_box_01_01		item_junk_npc_31thru35_01_04				item_earring_set_02_02	item_earring_set_01_02	item_color_crystal_02_18	item_housepack_xeno_table_01_01					
		item_ascd_token_box_01_03																			item_ascd_token_box_01_02		item_junk_npc_31thru35_01_05				item_earring_set_04_02	item_earring_set_03_02	item_earring_set_02_02	item_housepack_xeno_recliner_01_01					
		item_lifeday_gift_self_02_11																			item_ascd_token_box_01_03		item_junk_npc_36thru40_01_03				item_earring_set_06_02	item_earring_set_05_02	item_earring_set_04_02	item_housepack_xeno_rug_01_01					
																					item_lifeday_gift_self_02_11		item_junk_npc_36thru40_01_04				item_earring_set_08_02	item_earring_set_07_02	item_earring_set_06_02	item_color_crystal_02_21					
																							item_junk_npc_36thru40_01_05				item_earring_set_10_02	item_earring_set_09_02	item_earring_set_08_02	item_earring_set_01_02					
																							item_junk_droid_31thru35_01_03				item_ascd_token_box_01_01	item_ascd_token_box_01_01	item_earring_set_10_02	item_earring_set_03_02					
																							item_junk_droid_31thru35_01_04				item_ascd_token_box_01_02	item_ascd_token_box_01_02	item_ascd_token_box_01_01	item_earring_set_05_02					
																							item_junk_droid_31thru35_01_05				item_ascd_token_box_01_03	item_ascd_token_box_01_03	item_ascd_token_box_01_02	item_earring_set_07_02					
																							item_junk_droid_26thru30_01_01				item_lifeday_gift_self_02_11	item_lifeday_gift_self_02_11	item_ascd_token_box_01_03	item_earring_set_09_02					
																							item_junk_droid_26thru30_01_02						item_lifeday_gift_self_02_11	item_earring_set_02_02					
																							item_junk_droid_26thru30_01_03							item_earring_set_04_02					
																							item_junk_droid_26thru30_01_04							item_earring_set_06_02					
																							item_junk_droid_26thru30_01_05							item_earring_set_08_02					
																							item_junk_droid_21thru25_01_03							item_earring_set_10_02					
																														item_ascd_token_box_01_01					
																														item_ascd_token_box_01_02					
																														item_ascd_token_box_01_03					
																														item_lifeday_gift_self_02_11					
